0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
16, 16, 0, 0, 0, 0, 0, 0, 0, 0,
42, 42, 43, 0, 0, 0, 0, 0, 0, 0,
50, 50, 50, 43, 0, 0, 0, 0, 0, 0,
50, 50, 50, 50, 43, 0, 0, 0, 0, 0,
50, 50, 50, 9, 10, 11, 0, 0, 40, 41,
50, 50, 9, 18, 28, 22, 0, 0, 41, 50,
50, 17, 19, 20, 21, 19, 0, 0, 49, 50,
50, 25, 27, 28, 29, 27, 16, 29, 30, 50,
50, 33, 34, 34, 34, 35, 36, 37, 39, 50,
41, 42, 42, 42, 42, 42, 42, 42, 42, 43
