0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 1, 18, 18, 18, 18, 2, 0, 0,
0, 17, 18, 24, 19, 20, 21, 23, 22, 0,
0, 17, 26, 31, 27, 28, 29, 31, 22, 0,
9, 10, 10, 10, 10, 14, 14, 14, 14, 15,
17, 18, 18, 18, 23, 24, 18, 18, 18, 22,
17, 19, 20, 21, 31, 31, 19, 20, 21, 22,
25, 27, 28, 29, 26, 26, 27, 28, 29, 30,
10, 10, 10, 11, 12, 12, 13, 14, 14, 14,
18, 24, 18, 18, 18, 18, 18, 18, 24, 18,
18, 31, 18, 19, 20, 20, 21, 18, 31, 18,
26, 26, 26, 27, 28, 28, 29, 26, 26, 26,
34, 34, 34, 35, 36, 36, 37, 32, 32, 32,
41, 42, 42, 42, 42, 42, 42, 42, 42, 43
