0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5, 0, 0, 0, 0, 0, 0, 0, 0, 4,
18, 2, 2, 2, 2, 2, 2, 2, 2, 18,
18, 24, 19, 20, 21, 19, 20, 21, 24, 18,
18, 31, 6, 7, 8, 6, 7, 8, 31, 18,
10, 10, 10, 10, 10, 10, 10, 10, 10, 10,
24, 22, 0, 0, 0, 0, 0, 0, 17, 24,
31, 22, 0, 0, 0, 0, 0, 0, 17, 31,
18, 22, 40, 0, 0, 0, 0, 0, 17, 18,
14, 14, 15, 0, 16, 16, 0, 9, 10, 10,
21, 24, 22, 16, 41, 43, 16, 17, 24, 19,
29, 32, 30, 41, 28, 28, 43, 25, 32, 27,
37, 38, 39, 49, 50, 50, 51, 33, 34, 35,
41, 42, 42, 42, 42, 42, 42, 42, 42, 43
