0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
18, 18, 18, 18, 18, 18, 18, 18, 2, 0,
18, 18, 23, 18, 19, 20, 21, 18, 18, 22,
18, 18, 31, 18, 27, 28, 29, 18, 18, 22,
14, 14, 14, 14, 14, 14, 14, 14, 14, 4,
18, 18, 18, 18, 18, 18, 18, 18, 18, 8,
18, 24, 24, 18, 18, 24, 18, 24, 18, 8,
18, 31, 31, 18, 18, 31, 18, 31, 18, 8,
14, 14, 14, 14, 14, 14, 14, 14, 14, 54,
26, 24, 24, 19, 20, 20, 21, 24, 26, 8,
26, 31, 31, 27, 28, 28, 29, 31, 26, 8,
32, 32, 32, 32, 32, 32, 32, 32, 32, 40
