0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
18, 18, 2, 0, 0, 0, 0, 1, 18, 18,
14, 14, 14, 15, 0, 0, 9, 10, 10, 10,
18, 18, 24, 18, 18, 18, 18, 24, 18, 18,
18, 18, 31, 18, 18, 18, 18, 31, 18, 18,
18, 19, 20, 21, 18, 18, 19, 20, 21, 18,
18, 27, 28, 29, 18, 18, 27, 28, 29, 18,
10, 10, 11, 12, 12, 12, 12, 13, 14, 14,
24, 26, 47, 20, 20, 20, 20, 48, 26, 24,
31, 26, 55, 28, 28, 28, 28, 56, 26, 31,
34, 34, 52, 36, 36, 36, 36, 53, 32, 32,
41, 42, 42, 42, 42, 42, 42, 42, 42, 43
