0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
3, 0, 0, 0, 1, 2, 2, 2, 2, 2,
15, 0, 0, 0, 9, 10, 11, 11, 11, 11,
22, 0, 0, 0, 17, 18, 18, 18, 18, 18,
22, 0, 0, 0, 17, 24, 18, 18, 24, 18,
22, 0, 0, 0, 25, 31, 26, 26, 32, 26,
30, 0, 0, 11, 11, 11, 11, 11, 10, 11,
39, 0, 0, 17, 48, 18, 18, 18, 18, 18,
43, 0, 0, 17, 44, 20, 21, 18, 24, 18,
50, 43, 0, 17, 52, 28, 29, 26, 31, 26,
50, 50, 43, 33, 54, 34, 34, 34, 34, 34,
41, 42, 42, 42, 42, 42, 42, 42, 42, 43
