0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
0, 4, 4, 4, 4, 4, 4, 4, 0, 0,
0, 11, 11, 11, 11, 11, 12, 13, 0, 0,
0, 17, 18, 18, 18, 18, 18, 22, 0, 0,
0, 17, 24, 18, 18, 24, 18, 22, 0, 0,
0, 17, 32, 18, 18, 32, 18, 22, 0, 0,
0, 9, 10, 10, 10, 10, 14, 15, 0, 0,
0, 17, 24, 18, 19, 20, 21, 22, 0, 0,
0, 25, 32, 26, 27, 28, 29, 30, 40, 0,
0, 33, 34, 34, 35, 36, 37, 38, 38, 0,
42, 42, 42, 42, 41, 42, 42, 42, 42, 42,
50, 28, 50, 41, 50, 28, 50, 50, 28, 50,
50, 50, 41, 50, 50, 50, 50, 50, 50, 50,
41, 42, 42, 42, 42, 42, 42, 42, 42, 43
